random seed = 1234
reference_energy=-2.175229378236791 hartree
stage=1 learning_rate=5e-03 epoch=1 rel_error=9.110883245547e-01 num_params=34260
stage=3 learning_rate=5e-07 epoch=900 rel_error=6.748273442303e-06 best_rel_error=6.75e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1000 rel_error=6.680087823071e-06 best_rel_error=6.68e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1100 rel_error=6.611999959719e-06 best_rel_error=6.61e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1200 rel_error=6.544010904269e-06 best_rel_error=6.54e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1300 rel_error=6.476120776561e-06 best_rel_error=6.48e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1400 rel_error=6.408328687695e-06 best_rel_error=6.41e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1500 rel_error=6.340633598509e-06 best_rel_error=6.34e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1600 rel_error=6.273034134206e-06 best_rel_error=6.27e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1700 rel_error=6.205528700727e-06 best_rel_error=6.21e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1800 rel_error=6.138115679306e-06 best_rel_error=6.14e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=1900 rel_error=6.070793415656e-06 best_rel_error=6.07e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2000 rel_error=6.003560203021e-06 best_rel_error=6.00e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2100 rel_error=5.936414351183e-06 best_rel_error=5.94e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2200 rel_error=5.869354130722e-06 best_rel_error=5.87e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2300 rel_error=5.802377960645e-06 best_rel_error=5.80e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2400 rel_error=5.735484232191e-06 best_rel_error=5.74e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2500 rel_error=5.668671388660e-06 best_rel_error=5.67e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2600 rel_error=5.601937790667e-06 best_rel_error=5.60e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2700 rel_error=5.535282035855e-06 best_rel_error=5.54e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2800 rel_error=5.468702564258e-06 best_rel_error=5.47e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=2900 rel_error=5.402198117449e-06 best_rel_error=5.40e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3000 rel_error=5.335767177722e-06 best_rel_error=5.34e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3100 rel_error=5.269408492571e-06 best_rel_error=5.27e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3200 rel_error=5.203120792137e-06 best_rel_error=5.20e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3300 rel_error=5.136902763076e-06 best_rel_error=5.14e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3400 rel_error=5.070753367042e-06 best_rel_error=5.07e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3500 rel_error=5.004671385216e-06 best_rel_error=5.00e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3600 rel_error=4.938656086307e-06 best_rel_error=4.94e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3700 rel_error=4.872706168606e-06 best_rel_error=4.87e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3800 rel_error=4.806821510027e-06 best_rel_error=4.81e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=3900 rel_error=4.741000974026e-06 best_rel_error=4.74e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4000 rel_error=4.675243282986e-06 best_rel_error=4.68e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4100 rel_error=4.609547729501e-06 best_rel_error=4.61e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4200 rel_error=4.543913057391e-06 best_rel_error=4.54e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4300 rel_error=4.478339450398e-06 best_rel_error=4.48e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4400 rel_error=4.412825097237e-06 best_rel_error=4.41e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4500 rel_error=4.347369625524e-06 best_rel_error=4.35e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4600 rel_error=4.281971425070e-06 best_rel_error=4.28e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4700 rel_error=4.216630971155e-06 best_rel_error=4.22e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4800 rel_error=4.151345774689e-06 best_rel_error=4.15e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=4900 rel_error=4.086116986510e-06 best_rel_error=4.09e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5000 rel_error=4.020941296612e-06 best_rel_error=4.02e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5100 rel_error=3.955819264183e-06 best_rel_error=3.96e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5200 rel_error=3.890750773465e-06 best_rel_error=3.89e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5300 rel_error=3.825734156289e-06 best_rel_error=3.83e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5400 rel_error=3.760769434499e-06 best_rel_error=3.76e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5500 rel_error=3.695855548518e-06 best_rel_error=3.70e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5600 rel_error=3.630991765217e-06 best_rel_error=3.63e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5700 rel_error=3.566177945360e-06 best_rel_error=3.57e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5800 rel_error=3.501413173711e-06 best_rel_error=3.50e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=5900 rel_error=3.436695932357e-06 best_rel_error=3.44e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6000 rel_error=3.372027405618e-06 best_rel_error=3.37e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6100 rel_error=3.307406277289e-06 best_rel_error=3.31e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6200 rel_error=3.242830918602e-06 best_rel_error=3.24e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6300 rel_error=3.178300269778e-06 best_rel_error=3.18e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6400 rel_error=3.113815374468e-06 best_rel_error=3.11e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6500 rel_error=3.049374226417e-06 best_rel_error=3.05e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6600 rel_error=2.984976268481e-06 best_rel_error=2.98e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6700 rel_error=2.920622210513e-06 best_rel_error=2.92e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6800 rel_error=2.856309393977e-06 best_rel_error=2.86e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=6900 rel_error=2.792040082978e-06 best_rel_error=2.79e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7000 rel_error=2.727812067921e-06 best_rel_error=2.73e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7100 rel_error=2.663623316826e-06 best_rel_error=2.66e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7200 rel_error=2.599476577448e-06 best_rel_error=2.60e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7300 rel_error=2.535366917957e-06 best_rel_error=2.54e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7400 rel_error=2.471295922410e-06 best_rel_error=2.47e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7500 rel_error=2.407263685128e-06 best_rel_error=2.41e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7600 rel_error=2.343270182020e-06 best_rel_error=2.34e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7700 rel_error=2.279313835561e-06 best_rel_error=2.28e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7800 rel_error=2.215394759264e-06 best_rel_error=2.22e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=7900 rel_error=2.151511110404e-06 best_rel_error=2.15e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8000 rel_error=2.087664215390e-06 best_rel_error=2.09e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8100 rel_error=2.023851307074e-06 best_rel_error=2.02e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8200 rel_error=1.960076829963e-06 best_rel_error=1.96e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8300 rel_error=1.896333829842e-06 best_rel_error=1.90e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8400 rel_error=1.832626839210e-06 best_rel_error=1.83e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8500 rel_error=1.768951854337e-06 best_rel_error=1.77e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8600 rel_error=1.705310352709e-06 best_rel_error=1.71e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8700 rel_error=1.641700464448e-06 best_rel_error=1.64e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8800 rel_error=1.578125332967e-06 best_rel_error=1.58e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=8900 rel_error=1.514579924764e-06 best_rel_error=1.51e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9000 rel_error=1.451069580598e-06 best_rel_error=1.45e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9100 rel_error=1.387588228622e-06 best_rel_error=1.39e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9200 rel_error=1.324139662489e-06 best_rel_error=1.32e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9300 rel_error=1.260719321936e-06 best_rel_error=1.26e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9400 rel_error=1.197328391076e-06 best_rel_error=1.20e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9500 rel_error=1.133967622432e-06 best_rel_error=1.13e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9600 rel_error=1.070633967322e-06 best_rel_error=1.07e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9700 rel_error=1.007330819046e-06 best_rel_error=1.01e-06 num_params=34260
stage=3 learning_rate=5e-07 epoch=9800 rel_error=9.440561807416e-07 best_rel_error=9.44e-07 num_params=34260
stage=3 learning_rate=5e-07 epoch=9900 rel_error=8.808080651393e-07 best_rel_error=8.81e-07 num_params=34260
stage=3 learning_rate=5e-07 epoch=10000 rel_error=8.175872825403e-07 best_rel_error=8.18e-07 num_params=34260
stage=3 learning_rate=5e-07 epoch=10100 rel_error=7.543928805501e-07 best_rel_error=7.54e-07 num_params=34260
stage=3 learning_rate=5e-07 epoch=10200 rel_error=6.912260024503e-07 best_rel_error=6.91e-07 num_params=34260
stage=3 learning_rate=5e-07 epoch=10300 rel_error=6.280864598036e-07 best_rel_error=6.28e-07 num_params=34260
stage=3 learning_rate=5e-07 epoch=10400 rel_error=5.649745429218e-07 best_rel_error=5.65e-07 num_params=34260
stage=3 learning_rate=5e-07 epoch=10500 rel_error=5.018874595440e-07 best_rel_error=5.02e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1 rel_error=5.012567425633e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=100 rel_error=4.949889414512e-07 best_rel_error=4.95e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=200 rel_error=4.886595917778e-07 best_rel_error=4.89e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=300 rel_error=4.823313541499e-07 best_rel_error=4.82e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=400 rel_error=4.760041340426e-07 best_rel_error=4.76e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=500 rel_error=4.696777756837e-07 best_rel_error=4.70e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=600 rel_error=4.633522078223e-07 best_rel_error=4.63e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=700 rel_error=4.570274686359e-07 best_rel_error=4.57e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=800 rel_error=4.507034476752e-07 best_rel_error=4.51e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=900 rel_error=4.443801765848e-07 best_rel_error=4.44e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1000 rel_error=4.380575779889e-07 best_rel_error=4.38e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1100 rel_error=4.317356925148e-07 best_rel_error=4.32e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1200 rel_error=4.254144654484e-07 best_rel_error=4.25e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1300 rel_error=4.190938890317e-07 best_rel_error=4.19e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1400 rel_error=4.127739289662e-07 best_rel_error=4.13e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1500 rel_error=4.064545611614e-07 best_rel_error=4.06e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1600 rel_error=4.001358597264e-07 best_rel_error=4.00e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1700 rel_error=3.938176925714e-07 best_rel_error=3.94e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1800 rel_error=3.875001887238e-07 best_rel_error=3.88e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=1900 rel_error=3.811831581131e-07 best_rel_error=3.81e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2000 rel_error=3.748667458952e-07 best_rel_error=3.75e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2100 rel_error=3.685509208341e-07 best_rel_error=3.69e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2200 rel_error=3.622356071873e-07 best_rel_error=3.62e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2300 rel_error=3.559208482361e-07 best_rel_error=3.56e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2400 rel_error=3.496066233608e-07 best_rel_error=3.50e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2500 rel_error=3.432928970379e-07 best_rel_error=3.43e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2600 rel_error=3.369797654255e-07 best_rel_error=3.37e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2700 rel_error=3.306671009253e-07 best_rel_error=3.31e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2800 rel_error=3.243549729508e-07 best_rel_error=3.24e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=2900 rel_error=3.180433339333e-07 best_rel_error=3.18e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3000 rel_error=3.117321991847e-07 best_rel_error=3.12e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3100 rel_error=3.054215644175e-07 best_rel_error=3.05e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3200 rel_error=2.991113985999e-07 best_rel_error=2.99e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3300 rel_error=2.928017323556e-07 best_rel_error=2.93e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3400 rel_error=2.864925897750e-07 best_rel_error=2.86e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3500 rel_error=2.801839196146e-07 best_rel_error=2.80e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3600 rel_error=2.738756781849e-07 best_rel_error=2.74e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3700 rel_error=2.675679391865e-07 best_rel_error=2.68e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3800 rel_error=2.612606438222e-07 best_rel_error=2.61e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=3900 rel_error=2.549538239405e-07 best_rel_error=2.55e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4000 rel_error=2.486475017946e-07 best_rel_error=2.49e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4100 rel_error=2.423416124624e-07 best_rel_error=2.42e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4200 rel_error=2.360361726849e-07 best_rel_error=2.36e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4300 rel_error=2.297312126773e-07 best_rel_error=2.30e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4400 rel_error=2.234266885458e-07 best_rel_error=2.23e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4500 rel_error=2.171226053942e-07 best_rel_error=2.17e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4600 rel_error=2.108189842510e-07 best_rel_error=2.11e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4700 rel_error=2.045157857135e-07 best_rel_error=2.05e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4800 rel_error=1.982130977738e-07 best_rel_error=1.98e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=4900 rel_error=1.919107842588e-07 best_rel_error=1.92e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5000 rel_error=1.856089309146e-07 best_rel_error=1.86e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5100 rel_error=1.793075105883e-07 best_rel_error=1.79e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5200 rel_error=1.730065093971e-07 best_rel_error=1.73e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5300 rel_error=1.667060030835e-07 best_rel_error=1.67e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5400 rel_error=1.604058454708e-07 best_rel_error=1.60e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5500 rel_error=1.541061594617e-07 best_rel_error=1.54e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5600 rel_error=1.478069166784e-07 best_rel_error=1.48e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5700 rel_error=1.415081091587e-07 best_rel_error=1.42e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5800 rel_error=1.352096666724e-07 best_rel_error=1.35e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=5900 rel_error=1.289117166139e-07 best_rel_error=1.29e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=6000 rel_error=1.226141558835e-07 best_rel_error=1.23e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=6100 rel_error=1.163170244962e-07 best_rel_error=1.16e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=6200 rel_error=1.100203067318e-07 best_rel_error=1.10e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=6300 rel_error=1.037239901367e-07 best_rel_error=1.04e-07 num_params=34260
stage=4 learning_rate=5e-08 epoch=6400 rel_error=9.742810696783e-08 best_rel_error=9.74e-08 num_params=34260
stage=4 learning_rate=5e-08 epoch=6500 rel_error=9.113267090369e-08 best_rel_error=9.11e-08 num_params=34260
stage=4 learning_rate=5e-08 epoch=6600 rel_error=8.483760436447e-08 best_rel_error=8.48e-08 num_params=34260
stage=4 learning_rate=5e-08 epoch=6700 rel_error=7.854296737246e-08 best_rel_error=7.85e-08 num_params=34260
stage=4 learning_rate=5e-08 epoch=6800 rel_error=7.224877911844e-08 best_rel_error=7.22e-08 num_params=34260
stage=4 learning_rate=5e-08 epoch=6900 rel_error=6.595498570488e-08 best_rel_error=6.60e-08 num_params=34260
stage=4 learning_rate=5e-08 epoch=7000 rel_error=5.966159019411e-08 best_rel_error=5.97e-08 num_params=34260
All Training Done!
Final Best Error = 5.966159019411e-08
Total Time: 5994.52s
